female,isei,w_fstuwt,wnrschbw,high_school,college,one_for,both_for,test_lang,pass_read,wvarstr,id
0,29,537.22662,29.370001,0,1,0,0,1,1,36,32
1,51,537.22662,29.370001,0,1,0,0,1,1,36,32
1,40,537.22662,29.370001,0,0,0,1,1,0,36,32
0,54,537.22662,29.370001,1,0,0,1,0,0,36,32
1,51,537.22662,29.370001,0,1,0,0,1,0,36,32
1,67,537.22662,29.370001,1,0,0,0,1,1,36,32
0,68,537.22662,29.370001,0,1,0,1,1,0,36,32
1,31,537.22662,29.370001,0,1,0,0,1,1,36,32
0,23,537.22662,29.370001,1,0,0,1,1,0,36,32
1,30,537.22662,29.370001,1,0,1,0,1,0,36,32
0,23,537.22662,29.370001,1,0,0,0,1,0,36,32
1,56,537.22662,29.370001,0,1,1,0,1,1,36,32
0,66,537.22662,29.370001,0,1,1,0,1,0,36,32
0,50,537.22662,29.370001,0,1,0,1,1,0,36,32
1,56,537.22662,29.370001,0,1,0,1,0,0,36,32
0,56,763.87,21.52,0,1,0,1,0,0,36,33
1,67,763.87,21.52,1,0,0,1,0,0,36,33
1,59,763.87,21.52,1,0,0,0,1,0,36,33
0,30,763.87,21.52,0,0,0,1,1,0,36,33
0,59,660.05701,16.77,0,1,0,1,0,0,36,34
0,69,660.05701,16.77,0,1,0,1,1,0,36,34
1,53,660.05701,16.77,0,1,0,1,0,1,36,34
0,56,660.05701,16.77,1,0,0,1,0,0,36,34
0,30,660.05701,16.77,0,1,1,0,1,0,36,34
1,69,660.05701,16.77,0,1,1,0,1,1,36,34
1,38,660.05701,16.77,0,1,0,1,0,0,36,34
1,23,660.05701,16.77,1,0,0,1,0,1,36,34
1,34,660.05701,16.77,0,1,0,1,0,1,36,34
0,59,622.50739,57.959999,1,0,0,0,1,1,36,35
0,43,622.50739,57.959999,0,1,0,0,1,0,36,35
1,49,622.50739,57.959999,0,1,0,0,1,1,36,35
0,70,622.50739,57.959999,0,1,0,0,1,1,36,35
1,51,622.50739,57.959999,0,1,0,0,1,1,36,35
1,50,622.50739,57.959999,0,1,0,0,1,1,36,35
0,51,622.50739,57.959999,1,0,0,0,1,0,36,35
0,30,622.50739,57.959999,1,0,0,0,1,1,36,35
0,56,622.50739,57.959999,1,0,0,0,1,1,36,35
1,50,622.50739,57.959999,0,1,0,0,1,1,36,35
0,88,622.50739,57.959999,0,1,0,0,1,1,36,35
1,33,622.50739,57.959999,0,1,0,0,1,1,36,35
0,31,622.50739,57.959999,1,0,0,0,1,1,36,35
0,40,515.0528,36.220001,0,1,0,0,1,1,36,36
1,59,515.0528,36.220001,1,0,0,0,1,1,36,36
1,43,515.0528,36.220001,0,1,0,0,1,0,36,36
1,69,515.0528,36.220001,0,1,0,0,1,1,36,36
0,56,515.0528,36.220001,0,1,0,0,1,0,36,36
0,45,515.0528,36.220001,0,1,0,0,1,0,36,36
1,34,515.0528,36.220001,0,1,0,0,1,0,36,36
0,33,515.0528,36.220001,1,0,0,0,1,0,36,36
1,33,515.0528,36.220001,0,1,0,0,1,1,36,36
1,69,515.0528,36.220001,0,1,0,1,1,0,36,36
1,53,515.0528,36.220001,1,0,0,0,1,1,36,36
0,43,515.0528,36.220001,0,1,0,1,1,0,36,36
1,34,515.0528,36.220001,1,0,0,0,1,0,36,36
0,69,515.0528,36.220001,0,1,0,1,1,0,36,36
0,43,515.0528,36.220001,0,1,0,0,1,0,36,36
1,30,515.0528,36.220001,0,1,1,0,1,1,36,36
1,30,515.0528,36.220001,0,1,0,0,1,0,36,36
1,54,515.0528,36.220001,1,0,0,0,1,1,36,36
1,69,515.0528,36.220001,0,1,0,0,1,1,36,36
0,30,515.0528,36.220001,1,0,0,0,1,0,36,36
1,38,1014.344,84.470001,1,0,0,0,1,1,36,37
0,65,1014.344,84.470001,0,1,1,0,1,0,36,37
0,56,1014.344,84.470001,0,1,0,0,1,1,36,37
0,68,1014.344,84.470001,0,1,0,0,1,0,36,37
1,51,1014.344,84.470001,0,1,0,1,1,1,36,37
1,67,1183.401,84.470001,0,1,0,1,0,0,36,37
0,56,1183.401,84.470001,0,1,0,0,1,1,36,37
1,41,1014.344,84.470001,0,1,0,0,1,1,36,37
0,34,1183.401,84.470001,0,1,0,0,1,1,36,37
0,61,1014.344,84.470001,0,1,0,0,1,0,36,37
1,50,1183.401,84.470001,1,0,0,0,1,0,36,37
0,69,1014.344,84.470001,0,1,0,0,1,1,36,37
1,56,1014.344,84.470001,0,1,0,0,1,1,36,37
0,69,1014.344,84.470001,0,1,0,0,1,1,36,37
1,69,1014.344,84.470001,0,1,0,0,1,1,36,37
0,69,1014.344,84.470001,0,1,0,0,1,0,36,37
1,69,1014.344,84.470001,0,1,0,0,1,1,36,37
0,40,1183.401,84.470001,0,1,0,0,1,0,36,37
1,42,1014.344,84.470001,1,0,0,0,1,1,36,37
1,69,1014.344,84.470001,0,1,0,0,1,1,36,37
1,69,1014.344,84.470001,0,1,0,0,0,1,36,37
0,69,1183.401,84.470001,0,1,0,0,1,1,36,37
1,44,1125.417,955.41998,0,1,0,0,1,1,38,38
0,69,1125.417,955.41998,0,1,0,0,1,0,38,38
1,71,1125.417,955.41998,0,1,0,0,1,0,38,38
1,33,1275.356,955.41998,0,1,0,0,1,0,38,38
1,23,1275.356,955.41998,1,0,0,0,1,1,38,38
1,69,1125.417,955.41998,0,1,0,0,1,1,38,38
1,69,1125.417,955.41998,0,1,0,0,1,1,38,38
0,71,1125.417,955.41998,0,1,0,0,1,1,38,38
1,68,1125.417,955.41998,0,1,0,0,1,0,38,38
0,71,1125.417,955.41998,0,1,0,0,1,1,38,38
1,70,1275.356,955.41998,0,1,0,0,1,1,38,38
1,30,1275.356,955.41998,0,1,0,0,1,1,38,38
1,69,1125.417,955.41998,0,1,0,0,1,1,38,38
0,56,1275.356,955.41998,0,1,0,0,1,1,38,38
0,85,1125.417,955.41998,0,1,0,0,1,1,38,38
0,40,1275.356,955.41998,0,1,0,0,1,1,38,38
1,66,1275.356,955.41998,0,1,0,0,1,1,38,38
1,68,1125.417,955.41998,0,1,0,0,1,1,38,38
1,69,1125.417,955.41998,1,0,0,0,1,0,38,38
0,56,1125.417,955.41998,1,0,0,0,1,1,38,38
0,56,1275.356,955.41998,0,1,0,0,1,1,38,38
1,30,1275.356,955.41998,1,0,0,0,1,1,38,38
1,70,1125.417,955.41998,0,1,0,0,1,1,38,38
1,30,443.73779,72.449997,1,0,0,0,1,0,38,39
1,69,443.73779,72.449997,0,1,0,0,1,1,38,39
0,59,443.73779,72.449997,0,1,0,0,1,0,38,39
1,29,443.73779,72.449997,1,0,0,0,1,1,38,39
1,67,443.73779,72.449997,1,0,0,0,1,1,38,39
0,29,443.73779,72.449997,1,0,0,0,1,0,38,39
1,29,443.73779,72.449997,0,1,0,0,1,0,38,39
0,59,443.73779,72.449997,1,0,0,0,1,0,38,39
0,34,443.73779,72.449997,0,1,0,0,1,0,38,39
1,29,443.73779,72.449997,0,0,0,0,1,0,38,39
0,59,443.73779,72.449997,1,0,0,0,1,1,38,39
1,32,443.73779,72.449997,1,0,0,0,1,1,38,39
0,34,443.73779,72.449997,1,0,0,0,1,1,38,39
0,34,443.73779,72.449997,0,0,0,0,1,0,38,39
1,46,443.73779,72.449997,1,0,1,0,1,1,38,39
1,40,443.73779,72.449997,1,0,0,0,1,0,38,39
0,35,443.73779,72.449997,1,0,0,0,1,1,38,39
1,33,443.73779,72.449997,1,0,0,0,1,1,38,39
0,37,443.73779,72.449997,0,1,0,0,1,0,38,39
0,43,443.73779,72.449997,1,0,0,0,1,0,38,39
1,25,443.73779,72.449997,0,1,0,0,1,1,38,39
1,38,443.73779,72.449997,1,0,0,0,1,1,38,39
0,69,443.73779,72.449997,0,1,0,0,1,0,38,39
0,51,443.73779,72.449997,0,1,0,0,1,0,38,39
1,49,443.73779,72.449997,0,1,0,0,1,1,38,39
0,30,1019.487,82.800003,0,1,0,0,1,0,38,40
1,69,868.75781,82.800003,0,1,0,0,1,0,38,40
1,34,868.75781,82.800003,0,1,0,0,1,0,38,40
1,30,868.75781,82.800003,1,0,0,0,1,0,38,40
0,37,868.75781,82.800003,0,1,0,0,1,1,38,40
1,22,868.75781,82.800003,0,1,0,0,1,0,38,40
0,68,868.75781,82.800003,0,1,0,0,1,0,38,40
1,43,868.75781,82.800003,0,1,0,0,1,0,38,40
0,43,731.13147,222.91,0,1,0,0,1,0,39,41
1,68,731.13147,222.91,0,1,1,0,1,1,39,41
0,69,731.13147,222.91,0,1,0,0,1,1,39,41
1,52,731.13147,222.91,1,0,0,0,1,0,39,41
1,39,731.13147,222.91,1,0,0,0,1,1,39,41
1,24,731.13147,222.91,0,1,0,0,1,0,39,41
1,68,731.13147,222.91,0,1,0,0,1,1,39,41
0,51,857.9826,222.91,0,1,0,0,1,0,39,41
1,33,731.13147,222.91,0,1,1,0,1,1,39,41
0,32,731.13147,222.91,1,0,0,0,1,0,39,41
1,69,857.9826,222.91,0,1,0,0,1,1,39,41
1,29,857.9826,222.91,0,0,0,0,1,0,39,41
1,43,857.9826,222.91,0,1,0,0,1,0,39,41
0,56,857.9826,222.91,0,1,0,0,1,0,39,41
0,77,731.13147,222.91,0,1,0,0,1,0,39,41
0,25,731.13147,222.91,0,1,0,0,1,1,39,41
0,77,857.9826,222.91,0,1,0,0,1,1,39,41
0,34,857.9826,222.91,1,0,0,0,1,0,39,41
0,77,731.13147,222.91,0,1,0,0,1,1,39,41
0,70,1547.1169,191.23,0,1,0,0,1,0,39,42
1,30,1326.101,191.23,1,0,0,0,1,1,39,42
1,43,1547.1169,191.23,0,1,0,0,1,1,39,42
1,56,1326.101,191.23,0,0,0,0,1,0,39,42
1,41,1547.1169,191.23,1,0,0,0,1,1,39,42
0,30,1326.101,191.23,1,0,0,0,1,0,39,42
0,69,1547.1169,191.23,0,1,0,0,1,0,39,42
1,59,1326.101,191.23,0,1,1,0,1,1,39,42
1,33,1547.1169,191.23,0,1,0,0,1,1,39,42
1,69,1326.101,191.23,1,0,0,0,1,0,39,42
0,43,1326.101,191.23,0,1,0,0,1,0,39,42
0,55,1326.101,191.23,1,0,0,0,1,0,39,42
0,69,1563.7469,113.81,0,1,0,0,1,0,39,43
1,43,1824.371,113.81,1,0,0,0,1,0,39,43
1,16,1824.371,113.81,0,1,1,0,1,0,39,43
1,74,1824.371,113.81,0,1,0,0,1,1,39,43
0,85,1563.7469,113.81,0,1,0,0,1,0,39,43
0,56,1563.7469,113.81,0,1,0,0,1,0,39,43
0,53,1824.371,113.81,0,1,1,0,1,0,39,43
0,56,1824.371,113.81,0,1,0,0,1,1,39,43
1,43,1563.7469,113.81,0,1,0,0,1,1,39,43
0,59,1824.371,113.81,0,1,0,0,1,0,39,43
0,70,1824.371,113.81,0,1,0,0,1,0,39,43
0,54,1824.371,113.81,0,1,0,0,1,1,39,43
1,19,1824.371,113.81,1,0,0,0,1,0,39,43
0,85,1824.371,113.81,0,1,0,0,1,1,39,43
1,43,783.92078,73.720001,0,1,0,0,1,1,39,44
1,71,783.92078,73.720001,0,1,0,0,1,1,39,44
1,56,783.92078,73.720001,0,1,0,0,1,1,39,44
0,66,783.92078,73.720001,0,1,0,0,1,0,39,44
1,74,783.92078,73.720001,0,1,0,0,1,1,39,44
0,38,783.92078,73.720001,0,1,1,0,1,0,39,44
0,88,783.92078,73.720001,0,1,0,0,1,1,39,44
1,54,783.92078,73.720001,0,1,0,0,1,1,39,44
1,40,783.92078,73.720001,0,1,0,0,1,0,39,44
1,50,783.92078,73.720001,0,1,0,0,1,0,39,44
1,56,783.92078,73.720001,1,0,0,0,1,0,39,44
0,58,783.92078,73.720001,0,1,0,0,1,0,39,44
1,68,783.92078,73.720001,0,1,0,1,0,1,39,44
0,56,783.92078,73.720001,0,1,0,0,1,1,39,44
1,66,783.92078,73.720001,0,1,0,0,1,1,39,44
1,74,783.92078,73.720001,0,1,0,0,1,1,39,44
1,69,783.92078,73.720001,0,1,0,0,1,0,39,44
1,23,783.92078,73.720001,1,0,0,0,1,1,39,44
1,67,783.92078,73.720001,0,1,0,0,1,1,39,44
0,56,783.92078,73.720001,0,1,0,0,1,1,39,44
1,43,783.92078,73.720001,0,1,0,0,1,0,39,44
0,59,783.92078,73.720001,0,1,0,0,1,1,39,44
1,67,783.92078,73.720001,0,1,0,0,1,1,39,44
0,30,574.39752,99.93,1,0,0,0,1,0,37,45
1,19,674.05518,99.93,0,1,0,0,1,0,37,45
0,29,674.05518,99.93,0,1,0,0,1,0,37,45
1,39,574.39752,99.93,0,1,0,0,1,0,37,45
0,30,574.39752,99.93,1,0,0,0,1,1,37,45
1,29,574.39752,99.93,0,1,0,0,1,0,37,45
1,40,574.39752,99.93,0,1,0,0,1,1,37,45
0,29,574.39752,99.93,0,1,0,0,1,0,37,45
0,30,674.05518,99.93,0,1,0,0,1,0,37,45
1,67,574.39752,99.93,0,1,0,0,1,1,37,45
0,67,674.05518,99.93,0,1,0,0,1,0,37,45
1,34,574.39752,99.93,1,0,0,0,1,0,37,45
1,43,574.39752,99.93,0,1,0,0,1,1,37,45
1,41,585.07849,362.23001,1,0,0,0,1,0,39,46
0,23,686.58942,362.23001,1,0,0,0,1,0,39,46
0,66,686.58942,362.23001,0,1,0,0,1,0,39,46
0,34,585.07849,362.23001,1,0,0,0,1,0,39,46
1,34,585.07849,362.23001,1,0,0,0,1,0,39,46
1,40,585.07849,362.23001,1,0,0,0,1,0,39,46
0,66,585.07849,362.23001,0,1,0,0,1,1,39,46
0,21,585.07849,362.23001,1,0,0,0,1,1,39,46
0,50,585.07849,362.23001,1,0,1,0,1,0,39,46
1,34,585.07849,362.23001,1,0,0,0,1,0,39,46
1,26,585.07849,362.23001,0,0,0,0,1,1,39,46
0,45,686.58942,362.23001,1,0,0,0,1,0,39,46
0,59,585.07849,362.23001,0,1,0,0,0,1,39,46
0,43,585.07849,362.23001,1,0,0,0,1,0,39,46
1,34,585.07849,362.23001,1,0,0,0,1,0,39,46
1,43,686.58942,362.23001,0,1,0,0,1,0,39,46
1,67,585.07849,362.23001,1,0,0,0,1,0,39,46
1,31,686.58942,362.23001,1,0,0,0,1,1,39,46
1,21,585.07849,362.23001,0,0,0,0,1,0,39,46
0,30,585.07849,362.23001,1,0,0,0,1,0,39,46
1,90,737.73499,190.02,0,1,0,0,1,1,39,47
0,49,737.73499,190.02,0,1,0,0,1,0,39,47
1,67,628.66229,190.02,0,1,0,0,1,0,39,47
1,33,628.66229,190.02,1,0,0,0,1,0,39,47
1,56,628.66229,190.02,0,1,1,0,1,0,39,47
0,50,628.66229,190.02,1,0,0,0,1,0,39,47
0,30,628.66229,190.02,1,0,0,0,1,0,39,47
1,46,628.66229,190.02,0,1,0,0,1,0,39,47
0,34,628.66229,190.02,0,1,0,0,1,1,39,47
0,71,628.66229,190.02,0,1,0,0,1,0,39,47
1,33,737.73499,190.02,1,0,0,0,1,1,39,47
0,40,737.73499,190.02,0,1,0,0,1,0,39,47
1,33,628.66229,190.02,0,1,0,0,1,1,39,47
1,29,628.66229,190.02,1,0,0,0,1,0,39,47
1,67,737.73499,190.02,0,1,0,0,1,0,39,47
0,32,765.21161,120.12,0,1,0,0,1,0,39,48
0,43,652.07648,120.12,0,1,0,0,1,0,39,48
0,71,652.07648,120.12,0,1,0,0,1,0,39,48
0,60,652.07648,120.12,0,1,0,0,1,1,39,48
0,69,652.07648,120.12,0,1,0,0,1,0,39,48
0,34,652.07648,120.12,1,0,0,0,1,1,39,48
1,33,652.07648,120.12,0,1,0,0,1,0,39,48
1,64,652.07648,120.12,0,1,0,0,1,1,39,48
1,69,765.21161,120.12,0,1,0,1,1,1,39,48
0,55,652.07648,120.12,1,0,0,0,1,0,39,48
0,56,652.07648,120.12,0,1,0,0,1,0,39,48
1,88,652.07648,120.12,0,1,1,0,1,1,39,48
0,59,652.07648,120.12,1,0,0,0,1,0,39,48
0,69,652.07648,120.12,0,1,0,0,1,1,39,48
0,16,652.07648,120.12,1,0,0,0,1,0,39,48
1,34,652.07648,120.12,1,0,0,0,1,0,39,48
0,71,652.07648,120.12,1,0,0,0,1,1,39,48
0,45,765.21161,120.12,0,1,0,0,1,0,39,48
1,68,1245.23,499.35999,0,1,0,0,1,1,39,49
1,53,1245.23,499.35999,0,1,0,0,1,1,39,49
0,69,1452.7679,499.35999,0,1,0,0,1,0,39,49
0,29,1452.7679,499.35999,1,0,0,0,1,0,39,49
0,34,1452.7679,499.35999,0,1,0,0,1,0,39,49
1,40,1452.7679,499.35999,1,0,0,0,1,0,39,49
1,33,1245.23,499.35999,0,1,0,0,1,0,39,49
1,31,1245.23,499.35999,1,0,0,0,1,0,39,49
0,27,1245.23,499.35999,0,1,0,0,1,0,39,49
0,37,1245.23,499.35999,1,0,0,0,1,0,39,49
0,52,1452.7679,499.35999,0,1,0,0,1,0,39,49
1,23,1245.23,499.35999,1,0,0,0,1,0,39,49
1,32,1452.7679,499.35999,0,1,0,0,1,0,39,49
0,28,1245.23,499.35999,1,0,0,0,1,0,39,49
1,59,1452.7679,499.35999,0,1,0,0,1,0,39,49
1,39,1245.23,499.35999,0,1,0,0,1,1,39,49
1,22,1452.7679,499.35999,0,0,0,0,1,0,39,49
1,30,1245.23,499.35999,0,0,0,0,1,0,39,49
1,34,1245.23,499.35999,0,1,0,0,1,0,39,49
1,59,1245.23,499.35999,0,1,0,0,1,1,39,49
0,28,853.71552,207.67,1,0,0,0,1,0,46,50
1,34,1013.208,207.67,1,0,0,0,1,0,46,50
1,39,853.71552,207.67,0,1,0,0,1,1,46,50
0,67,1013.208,207.67,0,1,0,0,1,0,46,50
1,88,853.71552,207.67,0,1,0,0,1,1,46,50
1,34,1013.208,207.67,1,0,0,0,1,0,46,50
1,59,853.71552,207.67,1,0,0,0,1,0,46,50
1,67,853.71552,207.67,1,0,0,0,1,1,46,50
0,30,853.71552,207.67,1,0,0,0,1,0,46,50
1,69,1013.208,207.67,0,1,0,0,1,1,46,50
0,23,1013.208,207.67,1,0,0,0,1,0,46,50
1,29,853.71552,207.67,0,1,0,0,1,0,46,50
1,23,853.71552,207.67,1,0,0,0,1,1,46,50
1,34,853.71552,207.67,0,1,0,0,1,1,46,50
0,28,1013.208,207.67,0,1,0,0,1,0,46,50
1,69,853.71552,207.67,1,0,0,0,1,1,46,50
0,54,853.71552,207.67,1,0,0,0,1,0,46,50
1,29,853.71552,207.67,1,0,0,0,1,0,46,50
1,34,853.71552,207.67,0,0,0,0,1,1,46,50
1,21,853.71552,207.67,0,1,0,0,1,0,46,50
0,24,853.71552,207.67,0,1,0,0,1,0,46,50
1,28,3858.783,3352.3201,1,0,0,0,1,0,46,51
0,34,3858.783,3352.3201,0,1,0,0,1,0,46,51
0,67,3858.783,3352.3201,0,1,0,0,1,0,46,51
0,26,3354.0049,2913.79,1,0,0,0,1,0,45,52
0,30,1082.088,252.87,0,1,0,0,1,1,47,53
1,83,1082.088,252.87,0,1,0,0,1,1,47,53
1,23,1082.088,252.87,1,0,0,0,1,0,47,53
1,34,1082.088,252.87,1,0,0,0,1,0,47,53
1,56,1082.088,252.87,0,1,0,0,1,0,47,53
0,21,1082.088,252.87,0,1,0,0,1,1,47,53
0,87,1082.088,252.87,0,1,0,0,1,0,47,53
0,34,1082.088,252.87,1,0,0,0,1,0,47,53
0,23,1082.088,252.87,1,0,0,0,1,0,47,53
0,37,1082.088,252.87,0,1,0,0,1,0,47,53
0,28,1082.088,252.87,0,1,0,0,1,0,47,53
0,28,1082.088,252.87,1,0,0,0,1,0,47,53
0,56,911.75269,252.87,0,1,0,0,0,1,47,53
1,28,911.75269,252.87,1,0,0,0,1,1,47,53
1,28,1082.088,252.87,1,0,0,0,1,0,47,53
1,59,911.75269,252.87,0,1,0,0,1,0,47,53
0,23,911.75269,252.87,1,0,0,0,1,0,47,53
0,34,911.75269,252.87,1,0,0,0,1,0,47,53
1,53,1082.088,252.87,1,0,0,0,1,0,47,53
1,33,911.75269,252.87,0,1,0,0,1,1,47,53
0,32,911.75269,252.87,1,0,0,0,1,0,47,53
0,19,557.73572,465.51001,0,1,0,0,1,0,45,54
1,51,557.73572,465.51001,1,0,0,0,1,1,45,54
1,30,492.1651,465.51001,1,0,0,0,1,0,45,54
0,87,557.73572,465.51001,0,1,0,0,1,1,45,54
0,33,557.73572,465.51001,1,0,0,0,1,0,45,54
0,37,557.73572,465.51001,0,1,0,0,1,0,45,54
1,88,557.73572,465.51001,0,1,0,0,1,1,45,54
1,25,492.1651,465.51001,1,0,0,0,1,1,45,54
1,38,557.73572,465.51001,1,0,0,0,1,0,45,54
0,69,557.73572,465.51001,0,1,0,1,0,0,45,54
1,70,557.73572,465.51001,1,0,0,0,1,0,45,54
0,39,557.73572,465.51001,0,1,0,0,1,0,45,54
1,69,557.73572,465.51001,0,1,0,0,1,1,45,54
1,29,492.1651,465.51001,1,0,0,0,1,0,45,54
1,56,557.73572,465.51001,0,1,0,0,1,1,45,54
0,87,492.1651,465.51001,0,1,0,0,1,1,45,54
1,50,492.1651,465.51001,0,1,0,0,1,1,45,54
1,69,557.73572,465.51001,0,1,0,0,1,0,45,54
0,69,557.73572,465.51001,0,1,0,0,1,0,45,54
0,56,557.73572,465.51001,0,1,0,0,1,0,45,54
0,51,557.73572,465.51001,0,1,0,0,1,0,45,54
1,51,492.1651,465.51001,0,1,0,0,1,0,45,54
1,33,838.0799,838.08002,0,1,0,0,1,0,45,55
1,43,994.65112,838.08002,0,1,0,0,1,0,45,55
1,37,994.65112,838.08002,0,0,0,0,1,0,45,55
1,23,994.65112,838.08002,0,0,0,0,1,1,45,55
0,30,994.65112,838.08002,1,0,0,0,1,0,45,55
1,28,994.65112,838.08002,0,1,0,0,1,0,45,55
0,43,994.65112,838.08002,0,1,0,0,1,0,45,55
1,27,838.0799,838.08002,1,0,0,0,1,0,45,55
1,28,838.0799,838.08002,0,1,0,0,1,0,45,55
0,30,994.65112,838.08002,0,1,0,0,1,1,45,55
0,24,838.0799,838.08002,0,1,0,0,1,0,45,55
1,34,838.0799,838.08002,0,1,0,0,1,0,45,55
0,28,994.65112,838.08002,0,1,0,0,1,0,45,55
0,28,994.65112,838.08002,0,1,0,0,1,0,45,55
0,21,838.0799,838.08002,0,1,0,0,0,0,45,55
1,28,838.0799,838.08002,0,1,0,0,1,1,45,55
0,28,838.0799,838.08002,1,0,0,0,1,1,45,55
1,31,994.65112,838.08002,1,0,0,0,1,0,45,55
1,28,838.0799,838.08002,1,0,0,0,1,1,45,55
1,23,703.06378,88.739998,1,0,0,0,1,1,45,56
0,30,703.06378,88.739998,1,0,0,0,1,0,45,56
1,69,834.41107,88.739998,0,1,0,0,1,0,45,56
0,43,834.41107,88.739998,0,1,0,0,1,0,45,56
0,77,834.41107,88.739998,1,0,0,0,1,0,45,56
0,56,834.41107,88.739998,0,1,0,0,1,0,45,56
0,50,834.41107,88.739998,0,1,0,0,1,0,45,56
1,33,703.06378,88.739998,0,1,0,0,1,0,45,56
1,66,703.06378,88.739998,0,1,0,0,1,0,45,56
0,23,703.06378,88.739998,1,0,0,0,1,0,45,56
1,88,703.06378,88.739998,0,1,0,1,1,1,45,56
0,56,703.06378,88.739998,0,1,0,0,1,1,45,56
1,40,834.41107,88.739998,1,0,0,0,1,1,45,56
1,29,834.41107,88.739998,0,0,0,0,1,0,45,56
1,49,703.06378,88.739998,0,1,0,0,1,0,45,56
0,28,834.41107,88.739998,0,1,0,0,1,1,45,56
0,49,703.06378,88.739998,0,1,0,0,1,0,45,56
1,32,703.06378,88.739998,0,1,0,0,1,1,45,56
1,28,981.2644,362.13,0,1,0,0,1,0,47,57
1,26,981.2644,362.13,1,0,0,0,1,0,47,57
0,21,981.2644,362.13,1,0,0,0,1,0,47,57
1,59,981.2644,362.13,0,1,0,0,1,0,47,57
1,46,981.2644,362.13,1,0,0,0,1,1,47,57
0,30,981.2644,362.13,1,0,0,0,1,0,47,57
1,26,981.2644,362.13,0,1,0,0,1,0,47,57
1,36,981.2644,362.13,1,0,0,0,1,1,47,57
1,23,981.2644,362.13,1,0,0,0,1,0,47,57
0,30,981.2644,362.13,1,0,0,0,1,1,47,57
1,30,981.2644,362.13,0,1,0,0,1,1,47,57
1,33,981.2644,362.13,0,1,0,0,1,0,47,57
1,29,981.2644,362.13,0,1,0,0,1,0,47,57
1,34,981.2644,362.13,1,0,0,0,1,1,47,57
1,19,981.2644,362.13,0,0,0,0,1,0,47,57
0,29,1267.722,182.34,0,1,0,0,1,0,47,58
1,51,1267.722,182.34,0,1,0,0,1,1,47,58
